ServiceDate,Route,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount
4/3/2018,503,503 HUEBNER ,50.55,235,0,0,133,27,3.89,15
4/3/2018,505,505-BASSE RD.,289.46,737,0,0,411,167,18.53,80
4/3/2018,509,509-HILDEBRAND                  ,286.72,734,1,0,414,163,13.5,69
4/3/2018,515,515-SOUTHCROSS                  ,343.78,977,0,0,427,168,11.6,93
4/3/2018,520,520-ZARZAMORA                   ,1817.14,5747,0,0,3349,987,93.87,479
4/3/2018,522,522-BABCOCK               ,370.32,1104,1,0,534,186,15.1,92
4/3/2018,524,524-GENERAL MCMULLEN                    ,1038.24,2867,0,0,1610,519,49.23,314
4/3/2018,534,534-WURZBACH                    ,686.99,2373,1,0,1347,374,27.65,163
4/3/2018,550,550-LOOPER LIMITED STOP,1101.56,3817,1,0,2335,606,68.48,274
4/3/2018,551,551-LOOPER LIMITED STOP,1079.84,3594,1,0,2163,625,54.81,267
4/3/2018,602,602  NORTH STAR / MEDICAL CENTER,372.07,899,1,0,440,198,13.05,77
4/3/2018,603,603  MED.CTR./UTSA,204.46,659,0,0,292,133,25.28,63
4/3/2018,604,604  MED.CTR./UNIV. HGTS.,167.12,451,0,0,226,73,7.28,37
4/3/2018,605,605  UTSA/MAINLAND,121.77,346,0,0,140,60,21.79,36
4/3/2018,606,606  MED. CTR./ALAMO RANCH,178.04,452,0,0,232,87,8.84,46
4/3/2018,607,607-INGRAM/MED.CTR.                   ,154.18,413,0,0,216,74,5.91,36
4/3/2018,609,609-INGRAM/MAINLAND                 ,93.54,295,0,0,165,54,7.07,28
4/3/2018,610,610-INGRAM/NWCROS                   ,238.37,485,0,0,236,120,11.51,53
4/3/2018,611,611-VALLEY HI,181.66,421,0,0,216,100,6.13,33
4/3/2018,612,612-WESTLAKES,149.69,346,0,0,171,68,6.98,41
4/3/2018,613,613-HERITAGE NW,220.81,559,0,0,311,124,8.81,46
4/3/2018,614,614-HIDDEN COVE,89.3,159,0,0,91,47,4.6,22
4/3/2018,615,615-HERITAGE PARK                   ,243.6,550,0,0,265,125,11.13,43
4/3/2018,616,616-SKY HARBOUR,248.37,536,1,0,290,120,12.48,58
4/3/2018,617,617-RAINBOW HILLS,150.36,412,0,0,244,85,9.03,35
4/3/2018,618,618-INGRAM/WESTLAKES                ,166.7,423,0,0,215,86,5.92,33
4/3/2018,619,619-INDIAN CREEK,174.34,414,0,0,236,103,4.78,37
4/3/2018,620,620- Ingram/NW Vista,145.82,507,0,0,180,60,3.58,21
4/3/2018,629,629 - INDUSTRY PARK,59.35,155,0,0,85,35,2.15,10
4/3/2018,630,630-SUNRISE/RANDOLPH PR             ,129.29,223,0,0,92,68,4.07,27
4/3/2018,631,631 - SUNRISE/SUMMERFEST,90.53,242,0,0,129,50,4.37,18
4/3/2018,632,632-RANDOLPH/VENTURA                ,470.21,1236,0,0,654,262,20.19,104
4/3/2018,640,640-VALLEY FORGE                    ,49.71,101,0,0,47,25,2.08,12
4/3/2018,641,641-KNOLLCREEK                      ,79.67,190,1,0,69,44,6.85,26
4/3/2018,642,642 Nacogdoches / Rolling Oaks Mall,47.49,298,0,0,63,24,2.51,17
4/3/2018,647,647  NORTH STAR / HARRY WURZBACH,96.89,340,0,0,203,51,5.22,26
4/3/2018,648,648  NORTH STAR / STONE OAK PKWY.,180.65,482,0,0,234,99,5.36,42
4/3/2018,651,651  DECO DISTRICT / CASTLE HILLS,306.78,719,0,0,331,162,14.83,87
4/3/2018,660,660-UNIV P&R / NW VISTA,84.31,287,0,0,68,44,2.31,18
4/3/2018,715,715-CROSSROADS PARK & RIDE,0,2,0,0,1,0,0,0
4/4/2018,2,2-BLANCO RD.,1073.01,3046,0,0,1661,586,60.92,285
4/4/2018,3,3-SAN PEDRO SKIP,422.22,1930,0,0,1176,243,32.73,122
4/4/2018,4,4-SAN PEDRO,709.31,2766,0,0,1536,408,38.04,200
4/4/2018,5,5-MC CULLOUGH,479.97,1312,1,0,723,268,31.45,129
4/4/2018,6,6-US 281 Express,16.05,117,0,0,63,13,0.5,2
4/4/2018,7,7 STONEOAK/DOWNTOWN EXPRESS,27.02,122,0,0,57,17,0,0
4/4/2018,8,8-N.ST.MARYS,475.78,1196,0,0,699,258,17.63,104
4/4/2018,9,9-BROADWAY,326.32,969,1,0,542,189,20.8,78
4/4/2018,10,10-NACO/BROADWAY /NACO PASS        ,414.85,1237,0,0,738,240,18.6,103
4/4/2018,11,11 VIVA Culture,99.63,242,0,0,119,47,4.94,22
4/4/2018,14,14 Perrin Beitel ,877.08,2363,0,0,1369,505,31.55,193
4/4/2018,17,17-IH 35 Express,177.56,901,0,0,514,93,7.58,17
4/4/2018,20,20-NEW BRAUNFELS,1177.86,3809,1,0,2357,630,52.04,297
4/4/2018,21,21 KIRBY / CONVERSE,559.25,1367,0,0,667,332,20.41,118
4/4/2018,22,22-HAYS                             ,244.77,812,1,0,503,147,17.56,67
4/4/2018,24,24-E.HOUSTON,513.27,1202,1,0,651,292,16.51,86
4/4/2018,25,25-EAST COMMERCE,569.59,1662,0,0,981,325,42.25,160
4/4/2018,26,26-M.L. KING,578.65,2043,0,0,1224,311,33.02,169
4/4/2018,28,28-PORTER,640.22,1563,1,0,868,369,33.42,153
4/4/2018,30,30-RIGSBY,495.35,1116,0,0,564,273,21,127
4/4/2018,32,32-STEVES AVE.                      ,394.85,940,0,0,489,214,13.88,87
4/4/2018,34,34-S. ST.MARYS                      ,635.1,1790,1,0,964,352,27.24,158
4/4/2018,36,36-S. PRESA ST.,385.25,981,1,0,528,215,15.52,78
4/4/2018,40,40-VIVA Mission,207.72,294,0,0,179,97,3.23,12
4/4/2018,42,42-ROOSEVELT,579.19,1246,3,0,652,300,23.93,119
4/4/2018,43,43-S. FLORES,403.97,964,0,0,442,206,14.79,95
4/4/2018,44,44-PLEASANTON RD.,554.91,1530,0,0,829,278,20.94,142
4/4/2018,46,46-COMMERCIAL,216.02,471,0,0,217,118,8.64,58
4/4/2018,48,48 IH-35 S EXPRESS,16.6,35,0,0,14,8,0.15,1
4/4/2018,51,51-NOGALITOS                        ,417.18,1228,0,0,716,233,26.06,103
4/4/2018,54,54-SOUTH ALAMO                      ,82.63,180,0,0,88,49,0.74,12
4/4/2018,62,62-KIRK                             ,254.2,600,0,0,338,133,6.18,52
4/4/2018,64,64-KLAC/SEA WORLD/N.W. VISTA  EXPRESS  ,143.92,799,0,0,464,85,6.5,17
4/4/2018,66,66-CERALVO,374.73,1030,0,0,583,201,16.27,97
4/4/2018,67,67-LAREDO,204.44,468,0,0,261,102,6.12,52
4/4/2018,68,68-GUADALUPE,490.45,1629,0,0,981,262,18.58,126
4/4/2018,70,70   CESAR CHAVEZ,67.24,236,0,0,142,43,4.06,18
4/4/2018,75,75-WEST COMMERCE,710.02,2332,0,0,1375,389,39.41,203
4/4/2018,76,76-OLD HWY. 90 W.,751.45,2506,1,0,1582,416,39.77,213
4/4/2018,77,77-MARTIN ST.,208.39,638,0,0,338,109,6.92,54
4/4/2018,79,79-RUIZ                             ,370.36,1152,0,0,690,191,27.92,100
4/4/2018,82,82-CULEBRA,795.04,2078,1,0,1210,442,35.29,194
4/4/2018,88,88-BANDERA                          ,730.9,1999,0,0,1138,414,30.81,191
4/4/2018,89,89-W.POPLAR                         ,285.36,905,0,0,531,144,15.98,80
4/4/2018,90,90-WOODLAWN                         ,295.94,976,1,0,536,170,17.63,77
4/4/2018,93,93-IH 10 Crossroads/UTSA Express,104.04,619,0,0,214,65,3.57,12
4/4/2018,94,94-IH 10/ FIESTA TEXAS/EXPRESS          ,69.35,530,0,0,180,36,1.91,6
4/4/2018,95,95-Fredericksburg Rd.,242.89,912,0,0,519,127,9,54
4/4/2018,96,96 - Vance Jackson,768.38,2265,0,0,1338,437,36.52,192
4/4/2018,97,97-WEST AVENUE,458.29,1506,1,0,922,262,19.27,118
4/4/2018,100,100 - PRIMO FREDRICKSBURG RD.,940.03,4367,1,0,2838,539,38.58,245
4/4/2018,101,101 - PRIMO LEON VALLEY/UTSA,223.28,975,0,0,494,131,6.97,53
4/4/2018,301,301  VIVA CENTRO,211.39,409,0,0,216,116,14.66,27
4/4/2018,502,502-THOUSAND OAKS               ,333.11,1121,1,0,686,190,19.92,88
4/4/2018,503,503 HUEBNER ,44.6,212,0,0,121,29,3.2,15
4/4/2018,505,505-BASSE RD.,213.75,582,0,0,336,120,10.06,53
4/4/2018,509,509-HILDEBRAND                  ,284.81,715,0,0,374,160,17.55,71
4/4/2018,515,515-SOUTHCROSS                  ,390.19,845,0,0,393,208,21.45,100
4/4/2018,520,520-ZARZAMORA                   ,1840.66,5710,1,0,3309,1012,89.03,494
4/4/2018,522,522-BABCOCK               ,264.85,898,0,0,453,148,21.45,92
4/4/2018,524,524-GENERAL MCMULLEN                    ,877.16,2603,1,0,1239,479,55.07,259
4/4/2018,534,534-WURZBACH                    ,656.83,2249,0,0,1250,355,23.08,152
4/4/2018,550,550-LOOPER LIMITED STOP,1132.95,3551,1,0,2218,664,53.33,283
4/4/2018,551,551-LOOPER LIMITED STOP,1060.88,3487,1,0,2180,610,49.58,245
4/4/2018,602,602  NORTH STAR / MEDICAL CENTER,386.55,1135,0,0,620,221,15.51,92
4/4/2018,603,603  MED.CTR./UTSA,237.46,717,0,0,276,135,26.03,64
4/4/2018,604,604  MED.CTR./UNIV. HGTS.,142.26,444,0,0,228,68,7.24,37
4/4/2018,605,605  UTSA/MAINLAND,102.4,341,0,0,131,66,12.46,31
4/4/2018,606,606  MED. CTR./ALAMO RANCH,210.76,480,0,0,202,116,8.73,54
4/4/2018,607,607-INGRAM/MED.CTR.                   ,106.7,414,0,0,223,60,6.42,34
4/4/2018,609,609-INGRAM/MAINLAND                 ,91.52,296,0,0,164,45,4.81,22
4/4/2018,610,610-INGRAM/NWCROS                   ,196.66,474,0,0,235,108,6.06,43
4/4/2018,611,611-VALLEY HI,139.62,408,0,0,227,68,6.17,37
4/4/2018,612,612-WESTLAKES,122.47,274,0,0,161,70,6.66,26
4/4/2018,613,613-HERITAGE NW,243.98,592,0,0,330,130,10.28,52
4/4/2018,614,614-HIDDEN COVE,91.99,178,0,0,102,51,3.54,23
4/4/2018,615,615-HERITAGE PARK                   ,187.85,452,0,0,232,91,8.01,47
4/4/2018,616,616-SKY HARBOUR,254.95,557,1,0,318,130,7.48,52
4/4/2018,617,617-RAINBOW HILLS,171.13,398,0,0,231,89,11.12,45
4/4/2018,618,618-INGRAM/WESTLAKES                ,147.45,388,0,0,213,76,9.02,31
4/4/2018,619,619-INDIAN CREEK,142.1,341,0,0,196,72,5.91,35
4/4/2018,620,620- Ingram/NW Vista,125.73,489,0,0,173,65,13.34,28
4/4/2018,629,629 - INDUSTRY PARK,135.71,367,0,0,190,82,5.4,27
4/4/2018,630,630-SUNRISE/RANDOLPH PR             ,115.19,202,0,0,67,72,7.37,28
4/4/2018,631,631 - SUNRISE/SUMMERFEST,6.3,23,0,0,13,5,0.95,2
4/4/2018,632,632-RANDOLPH/VENTURA                ,425.06,1164,0,0,577,229,20.35,98
4/4/2018,640,640-VALLEY FORGE                    ,70.91,147,0,0,73,48,2.5,16
4/4/2018,641,641-KNOLLCREEK                      ,92.76,216,0,0,97,51,3.95,22
4/4/2018,642,642 Nacogdoches / Rolling Oaks Mall,82.56,281,0,0,147,49,5.02,23
4/4/2018,647,647  NORTH STAR / HARRY WURZBACH,102.75,324,0,0,177,52,4.25,27
4/4/2018,648,648  NORTH STAR / STONE OAK PKWY.,139.91,452,0,0,239,83,9.93,37
4/4/2018,651,651  DECO DISTRICT / CASTLE HILLS,258.52,581,0,0,275,139,13.46,83
4/4/2018,660,660-UNIV P&R / NW VISTA,97.24,337,0,0,79,56,3.88,18
4/5/2018,2,2-BLANCO RD.,1077.47,2966,1,0,1598,564,50,270
4/5/2018,3,3-SAN PEDRO SKIP,493.54,2024,0,0,1235,264,18.26,125
4/5/2018,4,4-SAN PEDRO,918.79,2861,1,0,1620,545,55.72,250
4/5/2018,5,5-MC CULLOUGH,440.26,1250,0,0,710,231,23.37,114
4/5/2018,6,6-US 281 Express,15.45,132,0,0,67,11,0.5,2
4/5/2018,7,7 STONEOAK/DOWNTOWN EXPRESS,18.15,114,0,0,53,14,0.3,2
4/5/2018,8,8-N.ST.MARYS,353.2,859,0,0,451,201,16.36,84
4/5/2018,9,9-BROADWAY,513.31,1372,0,0,796,293,25.11,135
4/5/2018,10,10-NACO/BROADWAY /NACO PASS        ,396.48,1220,0,0,700,218,11.85,83
4/5/2018,11,11 VIVA Culture,198.97,386,0,0,222,104,6.74,26
4/5/2018,14,14 Perrin Beitel ,785.12,2246,0,0,1305,450,30.09,180
4/5/2018,17,17-IH 35 Express,109.03,794,0,0,427,57,4.32,11
4/5/2018,20,20-NEW BRAUNFELS,1271.43,4016,0,0,2438,671,53.96,300
4/5/2018,21,21 KIRBY / CONVERSE,555.52,1378,0,0,702,321,17.49,110
4/5/2018,22,22-HAYS                             ,242.5,858,0,0,540,139,13.07,70
4/5/2018,24,24-E.HOUSTON,434.43,1120,0,0,628,250,13.54,79
4/5/2018,25,25-EAST COMMERCE,590.29,1562,0,0,897,327,24.55,141
4/5/2018,26,26-M.L. KING,560.3,1943,0,0,1132,305,32.71,162
4/5/2018,28,28-PORTER,656.09,1553,0,0,859,355,28.41,152
4/5/2018,30,30-RIGSBY,469.81,1030,1,0,511,270,26.69,113
4/5/2018,32,32-STEVES AVE.                      ,468.86,1156,0,0,653,257,22.52,120
4/5/2018,34,34-S. ST.MARYS                      ,720.56,2025,1,0,1114,381,33.32,180
4/5/2018,36,36-S. PRESA ST.,325.93,791,0,0,375,191,14.21,79
4/5/2018,40,40-VIVA Mission,260.45,391,0,0,244,117,2.33,11
4/5/2018,42,42-ROOSEVELT,710.59,1479,0,0,763,389,30.13,157
4/5/2018,43,43-S. FLORES,367.66,901,0,0,496,197,12.35,87
4/5/2018,44,44-PLEASANTON RD.,539.19,1543,0,0,825,282,17.9,123
4/5/2018,46,46-COMMERCIAL,228.03,477,0,0,241,121,8.95,60
4/5/2018,48,48 IH-35 S EXPRESS,7,27,0,0,16,5,0.15,1
4/5/2018,51,51-NOGALITOS                        ,546.46,1362,0,0,777,310,19.88,143
4/5/2018,54,54-SOUTH ALAMO                      ,69.67,166,0,0,90,45,2.96,17
4/5/2018,62,62-KIRK                             ,185.77,489,0,0,277,113,10.65,46
4/5/2018,64,64-KLAC/SEA WORLD/N.W. VISTA  EXPRESS  ,221.56,868,0,0,488,133,17.91,27
4/5/2018,66,66-CERALVO,437.89,1145,0,0,643,252,20.83,97
4/5/2018,67,67-LAREDO,199.74,514,0,0,279,111,11.77,48
4/5/2018,68,68-GUADALUPE,550.05,1683,1,0,1000,310,25.76,135
4/5/2018,70,70   CESAR CHAVEZ,69.72,259,0,0,160,35,5.42,23
4/5/2018,75,75-WEST COMMERCE,692.67,2457,0,0,1495,380,33.35,209
4/5/2018,76,76-OLD HWY. 90 W.,739.45,2459,0,0,1589,410,39.41,205
4/5/2018,77,77-MARTIN ST.,252.41,690,0,0,379,134,8.24,65
4/5/2018,79,79-RUIZ                             ,365.71,1169,0,0,686,210,37.08,103
4/5/2018,82,82-CULEBRA,790.64,1963,0,0,1149,443,36.94,205
4/5/2018,88,88-BANDERA                          ,659.71,1725,1,0,956,342,30.22,164
4/5/2018,89,89-W.POPLAR                         ,302.77,939,0,0,514,152,13.57,78
4/5/2018,90,90-WOODLAWN                         ,336.08,1057,0,0,545,186,14.37,83
4/5/2018,93,93-IH 10 Crossroads/UTSA Express,94.2,778,0,0,274,58,7.3,14
4/5/2018,94,94-IH 10/ FIESTA TEXAS/EXPRESS          ,67.95,623,0,0,301,37,6.33,9
4/5/2018,95,95-Fredericksburg Rd.,239.57,1004,0,0,619,135,15.1,85
4/5/2018,96,96 - Vance Jackson,690.74,1965,0,0,1146,387,37.68,180
4/5/2018,97,97-WEST AVENUE,450.82,1481,0,0,861,254,19.52,119
4/5/2018,100,100 - PRIMO FREDRICKSBURG RD.,1006.2,4212,0,0,2758,599,50.62,242
4/5/2018,101,101 - PRIMO LEON VALLEY/UTSA,240.55,946,0,0,482,143,20.73,78
4/5/2018,301,301  VIVA CENTRO,146.03,382,0,0,180,81,6.93,30
4/5/2018,502,502-THOUSAND OAKS               ,331.28,1085,0,0,592,161,13.4,78
4/5/2018,503,503 HUEBNER ,65.61,220,0,0,108,38,4.8,20
4/5/2018,505,505-BASSE RD.,197.7,550,0,0,298,108,6.31,42
4/5/2018,509,509-HILDEBRAND                  ,324.19,856,0,0,455,172,19.85,91
4/5/2018,515,515-SOUTHCROSS                  ,377.21,883,0,0,429,198,18.86,100
4/5/2018,520,520-ZARZAMORA                   ,1783.33,5273,1,0,3141,945,82.16,459
4/5/2018,522,522-BABCOCK               ,255.65,824,0,0,448,132,15.22,67
4/5/2018,524,524-GENERAL MCMULLEN                    ,919.76,2621,0,0,1437,517,45.45,237
4/5/2018,534,534-WURZBACH                    ,667.57,2357,1,0,1369,379,27.42,164
4/5/2018,550,550-LOOPER LIMITED STOP,1071.33,3428,0,0,2094,614,65.32,262
4/5/2018,551,551-LOOPER LIMITED STOP,1036.58,3555,0,0,2210,591,41.99,235
4/5/2018,602,602  NORTH STAR / MEDICAL CENTER,298.68,1011,0,0,520,178,16.79,87
4/5/2018,603,603  MED.CTR./UTSA,222.78,797,1,0,362,131,34.21,73
4/5/2018,604,604  MED.CTR./UNIV. HGTS.,196.09,578,0,0,281,91,10.02,51
4/5/2018,605,605  UTSA/MAINLAND,85.61,234,0,0,95,50,2.44,20
4/5/2018,606,606  MED. CTR./ALAMO RANCH,101.14,306,1,0,134,53,5.45,29
4/5/2018,607,607-INGRAM/MED.CTR.                   ,131.54,462,0,0,269,71,6.71,35
4/5/2018,609,609-INGRAM/MAINLAND                 ,105.21,331,0,0,182,53,4.11,28
4/5/2018,610,610-INGRAM/NWCROS                   ,213.94,476,0,0,240,102,8.16,52
4/5/2018,611,611-VALLEY HI,224.14,535,0,0,285,119,7.74,52
4/5/2018,612,612-WESTLAKES,170.25,326,0,0,158,96,6.42,45
4/5/2018,613,613-HERITAGE NW,356.43,789,0,0,440,189,20.62,85
4/5/2018,614,614-HIDDEN COVE,80.7,166,0,0,95,36,1.69,17
4/5/2018,615,615-HERITAGE PARK                   ,137.39,386,1,0,206,78,8.41,44
4/5/2018,616,616-SKY HARBOUR,260.58,607,0,0,359,144,15.21,62
4/5/2018,617,617-RAINBOW HILLS,206.4,472,0,0,267,104,10.96,53
4/5/2018,618,618-INGRAM/WESTLAKES                ,141.6,360,0,0,209,76,10.68,43
4/5/2018,619,619-INDIAN CREEK,81.43,197,0,0,110,49,6.54,21
4/5/2018,620,620- Ingram/NW Vista,130.44,467,0,0,176,92,7.28,33
4/5/2018,629,629 - INDUSTRY PARK,96.19,265,0,0,122,58,3.77,18
4/5/2018,630,630-SUNRISE/RANDOLPH PR             ,97.48,263,0,0,95,60,4.71,25
4/5/2018,631,631 - SUNRISE/SUMMERFEST,64.58,220,0,0,113,42,2.42,16
4/5/2018,632,632-RANDOLPH/VENTURA                ,478.56,1336,1,0,633,268,21.81,102
4/5/2018,640,640-VALLEY FORGE                    ,101.57,193,0,0,96,60,6.1,16
4/5/2018,641,641-KNOLLCREEK                      ,72.53,169,0,0,80,38,3.98,27
4/5/2018,642,642 Nacogdoches / Rolling Oaks Mall,123.04,329,0,0,170,70,6.88,36
4/5/2018,647,647  NORTH STAR / HARRY WURZBACH,70.94,256,0,0,156,42,10.57,19
4/5/2018,648,648  NORTH STAR / STONE OAK PKWY.,165.08,471,0,0,254,86,18.49,45
4/5/2018,651,651  DECO DISTRICT / CASTLE HILLS,264.91,629,0,0,281,130,12.2,83
4/5/2018,660,660-UNIV P&R / NW VISTA,149.23,371,0,0,95,75,3.89,36
4/6/2018,2,2-BLANCO RD.,1119.36,2966,0,0,1583,618,61.11,329
4/6/2018,3,3-SAN PEDRO SKIP,459.33,1913,0,0,1228,284,33.04,142
4/6/2018,4,4-SAN PEDRO,775.58,2721,0,0,1492,449,56.18,236
4/6/2018,5,5-MC CULLOUGH,465.55,1238,0,0,684,274,25.41,122
4/6/2018,6,6-US 281 Express,14.65,93,0,0,52,11,0,0
4/6/2018,7,7 STONEOAK/DOWNTOWN EXPRESS,8.25,77,0,0,35,6,0,0
4/6/2018,8,8-N.ST.MARYS,520.4,1163,0,0,639,296,24.64,126
4/6/2018,9,9-BROADWAY,406.21,1252,0,0,725,231,23.32,114
4/6/2018,10,10-NACO/BROADWAY /NACO PASS        ,435.34,1332,0,0,761,237,13.89,101
4/6/2018,11,11 VIVA Culture,268.92,556,0,0,304,148,8.84,37
4/6/2018,14,14 Perrin Beitel ,843.83,2367,0,0,1334,495,50.21,219
4/6/2018,17,17-IH 35 Express,155.31,868,0,0,526,108,10.15,21
4/6/2018,20,20-NEW BRAUNFELS,1167.38,3774,0,0,2220,652,54.53,299
4/6/2018,21,21 KIRBY / CONVERSE,581.48,1407,0,0,749,357,28.18,130
4/6/2018,22,22-HAYS                             ,299.39,976,0,0,583,174,15.54,77
4/6/2018,24,24-E.HOUSTON,487.3,1185,0,0,665,269,12.45,80
4/6/2018,25,25-EAST COMMERCE,590.33,1567,1,0,865,335,40.36,149
4/6/2018,26,26-M.L. KING,589.42,2110,0,0,1314,351,36.07,162
4/6/2018,28,28-PORTER,731.41,1637,0,0,931,401,41.89,173
4/6/2018,30,30-RIGSBY,436.98,1044,1,0,555,250,20.63,99
4/6/2018,32,32-STEVES AVE.                      ,434.51,1013,0,0,555,219,24.48,108
4/6/2018,34,34-S. ST.MARYS                      ,750.09,2065,2,0,1089,399,32.6,203
4/6/2018,36,36-S. PRESA ST.,347.12,747,0,0,390,200,11.06,72
4/6/2018,40,40-VIVA Mission,184.73,206,0,0,98,68,1.43,6
4/6/2018,42,42-ROOSEVELT,613.52,1359,1,0,657,350,24.8,145
4/6/2018,43,43-S. FLORES,408.68,953,0,0,499,224,16.91,85
4/6/2018,44,44-PLEASANTON RD.,500.52,1315,0,0,757,264,22.05,132
4/6/2018,46,46-COMMERCIAL,242.69,486,0,0,278,140,12.67,62
4/6/2018,48,48 IH-35 S EXPRESS,17.25,31,0,0,13,12,0.25,2
4/6/2018,51,51-NOGALITOS                        ,482.51,1363,0,0,789,265,24.72,139
4/6/2018,54,54-SOUTH ALAMO                      ,109.57,311,0,0,185,66,9.38,27
4/6/2018,62,62-KIRK                             ,190.92,510,0,0,305,116,13.2,54
4/6/2018,64,64-KLAC/SEA WORLD/N.W. VISTA  EXPRESS  ,184.85,778,0,0,460,122,10.91,28
4/6/2018,66,66-CERALVO,323.45,922,0,0,463,187,21.81,96
4/6/2018,67,67-LAREDO,166.84,441,0,0,229,86,5.42,41
4/6/2018,68,68-GUADALUPE,542.76,1673,0,0,878,297,23.04,131
4/6/2018,70,70   CESAR CHAVEZ,62.34,172,0,0,94,30,3.04,21
4/6/2018,75,75-WEST COMMERCE,849.34,2750,0,0,1640,453,37.73,204
4/6/2018,76,76-OLD HWY. 90 W.,732.21,2397,0,0,1480,401,42.3,197
4/6/2018,77,77-MARTIN ST.,210.71,574,0,0,315,109,14.65,50
4/6/2018,79,79-RUIZ                             ,279.39,899,0,0,497,155,18.21,79
4/6/2018,82,82-CULEBRA,678.78,1850,0,0,1071,379,33.61,190
4/6/2018,88,88-BANDERA                          ,662.27,1705,0,0,984,365,34.8,178
4/6/2018,89,89-W.POPLAR                         ,352.75,876,0,0,469,193,19.93,96
4/6/2018,90,90-WOODLAWN                         ,376.95,1073,0,0,570,209,16.12,85
4/6/2018,93,93-IH 10 Crossroads/UTSA Express,57.09,472,0,0,206,34,1.65,6
4/6/2018,94,94-IH 10/ FIESTA TEXAS/EXPRESS          ,102.09,596,0,0,244,58,6.47,11
4/6/2018,95,95-Fredericksburg Rd.,206.34,924,0,0,588,110,9.63,59
4/6/2018,96,96 - Vance Jackson,736.82,2124,1,0,1220,421,27.47,172
4/6/2018,97,97-WEST AVENUE,435.15,1204,0,0,720,233,21.88,111
4/6/2018,100,100 - PRIMO FREDRICKSBURG RD.,815.26,3928,0,0,2416,464,36.78,196
4/6/2018,101,101 - PRIMO LEON VALLEY/UTSA,217.17,769,0,0,366,132,12.63,58
4/6/2018,301,301  VIVA CENTRO,224.91,306,0,0,154,89,14.38,36
4/6/2018,502,502-THOUSAND OAKS               ,415,1238,0,0,760,225,20.31,105
4/6/2018,503,503 HUEBNER ,71.65,246,0,0,133,45,3.67,12
4/6/2018,505,505-BASSE RD.,233.33,537,0,0,298,122,6.92,48
4/6/2018,509,509-HILDEBRAND                  ,293.83,732,0,0,410,156,12.26,79
4/6/2018,515,515-SOUTHCROSS                  ,387.08,877,1,0,449,199,22.44,98
4/6/2018,520,520-ZARZAMORA                   ,1964.62,5524,3,0,3345,1079,95.2,532
4/6/2018,522,522-BABCOCK               ,304.67,1029,0,0,534,159,24.29,94
4/6/2018,524,524-GENERAL MCMULLEN                    ,881.46,2507,1,0,1424,459,51.32,252
4/6/2018,534,534-WURZBACH                    ,620.91,2179,0,0,1235,347,24.83,168
4/6/2018,550,550-LOOPER LIMITED STOP,1129.38,3474,0,0,2062,663,54.82,271
4/6/2018,551,551-LOOPER LIMITED STOP,934.57,3724,0,0,2097,534,46.09,225
4/6/2018,602,602  NORTH STAR / MEDICAL CENTER,342,967,0,0,531,198,12.66,83
4/6/2018,603,603  MED.CTR./UTSA,250.01,676,0,0,307,135,10.5,70
4/6/2018,604,604  MED.CTR./UNIV. HGTS.,185.62,525,0,0,255,94,6.6,42
4/6/2018,605,605  UTSA/MAINLAND,92.49,298,0,0,126,55,6.85,20
4/6/2018,606,606  MED. CTR./ALAMO RANCH,112.05,303,0,0,136,59,8.17,32
4/6/2018,607,607-INGRAM/MED.CTR.                   ,102.85,421,0,0,248,60,4.66,23
4/6/2018,609,609-INGRAM/MAINLAND                 ,79.95,253,0,0,147,36,2.63,20
4/6/2018,610,610-INGRAM/NWCROS                   ,212.29,470,0,0,248,108,10.22,50
4/6/2018,611,611-VALLEY HI,140.79,462,0,0,254,68,7.48,41
4/6/2018,612,612-WESTLAKES,170.75,357,0,0,186,97,8.29,36
4/6/2018,613,613-HERITAGE NW,177.01,429,0,0,203,95,6.12,40
4/6/2018,614,614-HIDDEN COVE,63,135,0,0,71,39,2.43,16
4/6/2018,615,615-HERITAGE PARK                   ,186.26,445,0,0,229,91,10.64,40
4/6/2018,616,616-SKY HARBOUR,282.35,666,0,0,389,158,15.89,74
4/6/2018,617,617-RAINBOW HILLS,151.85,389,0,0,232,91,6.85,37
4/6/2018,618,618-INGRAM/WESTLAKES                ,186.4,407,1,0,217,119,11.09,47
4/6/2018,619,619-INDIAN CREEK,126.61,324,0,0,179,70,10.28,32
4/6/2018,620,620- Ingram/NW Vista,134.31,362,0,0,163,82,6.04,38
4/6/2018,629,629 - INDUSTRY PARK,121.35,311,0,0,153,65,4.7,35
4/6/2018,630,630-SUNRISE/RANDOLPH PR             ,208.14,410,0,0,203,118,11.3,51
4/6/2018,631,631 - SUNRISE/SUMMERFEST,61.88,239,0,0,149,33,2.16,16
4/6/2018,632,632-RANDOLPH/VENTURA                ,381.58,1070,0,0,589,208,24.47,86
4/6/2018,640,640-VALLEY FORGE                    ,68.87,123,0,0,61,29,2.33,13
4/6/2018,641,641-KNOLLCREEK                      ,84.77,191,0,0,84,42,4.31,27
4/6/2018,642,642 Nacogdoches / Rolling Oaks Mall,92.57,263,0,0,143,54,6.6,29
4/6/2018,647,647  NORTH STAR / HARRY WURZBACH,119.13,340,0,0,190,62,6.59,29
